product_id,product_name,category,current_price,current_stock,total_sales_90d,total_revenue_90d,total_purchased_90d,sales_last_30d,sales_previous_30d,days_since_last_promo,last_promo_discount,promo_count_6months,rotation,sell_through_rate,stock_coverage_days,inventory_turnover,sales_trend,profit_margin,should_promote,applied_discount,actual_sales_lift,revenue_impact
163,T-Shirts Item 163,T-Shirts,66.73,32,12,800.73,35,4,4,200,0.0,3,0.343,0.273,240.0,1.5,0.0,0.466,True,0.261215991045891,0.659,175.98
164,Shoes Item 164,Shoes,206.4,17,17,3508.8,40,4,3,274,0.0,3,0.425,0.5,90.0,4.0,0.333,0.588,True,0.0,0.0,0.0
165,Jackets Item 165,Jackets,262.83,71,6,1576.98,30,2,2,176,0.18,2,0.2,0.078,1065.0,0.34,0.0,0.431,True,0.2799302272905382,0.8,420.53
166,Shoes Item 166,Shoes,118.26,49,3,354.79,33,0,0,160,0.111,0,0.091,0.058,1470.0,0.24,0.0,0.529,True,0.3,0.8,94.61
167,Jackets Item 167,Jackets,203.84,24,62,12638.34,99,27,14,212,0.0,2,0.626,0.721,34.8,10.33,0.929,0.602,False,0.0,0.0,0.0
168,Jeans Item 168,Jeans,126.6,71,0,0.0,19,0,0,121,0.007,1,0.0,0.0,999.0,0.0,0.0,0.526,True,0.3,0.8,0.0
169,Accessories Item 169,Accessories,86.56,14,66,5713.25,78,31,27,104,0.024,2,0.846,0.825,19.1,18.86,0.148,0.621,False,0.0,0.0,0.0
170,Jeans Item 170,Jeans,99.32,73,0,0.0,20,0,0,71,0.225,3,0.0,0.0,999.0,0.0,0.0,0.492,True,0.0,0.0,0.0
171,Jackets Item 171,Jackets,132.49,18,23,3047.19,36,6,6,196,0.0,2,0.639,0.561,70.4,5.11,0.0,0.485,True,0.1326146463025754,0.318,323.19
172,Accessories Item 172,Accessories,87.51,8,71,6213.4,86,20,30,84,0.27,1,0.826,0.899,10.1,35.5,-0.333,0.57,True,0.13511952834134344,0.257,532.94
173,T-Shirts Item 173,T-Shirts,48.03,12,20,960.67,56,8,5,319,0.0,2,0.357,0.625,54.0,6.67,0.6,0.443,False,0.0,0.0,0.0
174,Accessories Item 174,Accessories,66.72,30,16,1067.6,52,4,4,341,0.0,1,0.308,0.348,168.8,2.13,0.0,0.518,True,0.1845907548747687,0.416,147.87
175,T-Shirts Item 175,T-Shirts,47.22,26,33,1558.22,58,12,8,112,0.145,0,0.569,0.559,70.9,5.08,0.5,0.392,True,0.1386436181274123,0.359,186.43
176,Jackets Item 176,Jackets,137.44,28,10,1374.36,29,4,2,291,0.0,3,0.345,0.263,252.0,1.43,1.0,0.513,True,0.26016430721264655,0.674,308.68
177,Accessories Item 177,Accessories,71.07,13,35,2487.4,43,12,14,80,0.02,1,0.814,0.729,33.4,10.77,-0.143,0.453,False,0.0,0.0,0.0
178,Jackets Item 178,Jackets,270.84,29,13,3520.87,25,4,4,211,0.0,2,0.52,0.31,200.8,1.79,0.0,0.409,True,0.0,0.0,0.0
179,Jackets Item 179,Jackets,342.0,32,19,6497.99,40,7,4,252,0.0,3,0.475,0.373,151.6,2.38,0.75,0.506,True,0.20231280767716808,0.505,1092.86
180,Accessories Item 180,Accessories,92.02,10,22,2024.49,59,8,4,22,0.268,3,0.373,0.688,40.9,8.8,1.0,0.596,False,0.0,0.0,0.0
181,Accessories Item 181,Accessories,52.43,21,19,996.12,38,8,5,143,0.125,2,0.5,0.475,99.5,3.62,0.6,0.387,True,0.19292044793544857,0.33,109.54
182,Jackets Item 182,Jackets,366.94,34,17,6237.98,46,3,3,168,0.024,0,0.37,0.333,180.0,2.0,0.0,0.642,True,0.19185959125133262,0.474,986.22
183,Dresses Item 183,Dresses,140.83,37,9,1267.43,22,3,2,170,0.248,1,0.409,0.196,370.0,0.97,0.5,0.566,True,0.2662143949711148,0.739,312.39
184,Jeans Item 184,Jeans,100.53,36,5,502.66,37,2,1,285,0.0,2,0.135,0.122,648.0,0.56,1.0,0.54,True,0.0,0.0,0.0
185,T-Shirts Item 185,T-Shirts,42.88,15,20,857.61,47,9,5,261,0.0,2,0.426,0.571,67.5,5.33,0.8,0.373,True,0.16465546057005367,0.3,85.63
186,Accessories Item 186,Accessories,17.82,21,12,213.85,33,3,5,266,0.0,0,0.364,0.364,157.5,2.29,-0.4,0.62,True,0.21496906896553408,0.369,26.33
187,Jeans Item 187,Jeans,110.44,18,50,5521.98,75,22,18,49,0.124,2,0.667,0.735,32.4,11.11,0.222,0.383,False,0.0,0.0,0.0
188,Jackets Item 188,Jackets,125.04,15,18,2250.72,33,5,8,97,0.292,2,0.545,0.545,75.0,4.8,-0.375,0.576,True,0.13072026222401817,0.332,249.09
189,Jackets Item 189,Jackets,297.82,17,20,5956.5,57,5,4,175,0.141,0,0.351,0.541,76.5,4.71,0.25,0.597,True,0.0,0.0,0.0
190,Dresses Item 190,Dresses,130.99,23,2,261.97,18,0,0,139,0.178,0,0.111,0.08,1035.0,0.35,0.0,0.647,True,0.3,0.8,69.86
191,Shoes Item 191,Shoes,252.75,18,48,12132.14,64,21,17,339,0.0,3,0.75,0.727,33.8,10.67,0.235,0.599,False,0.0,0.0,0.0
192,Jeans Item 192,Jeans,103.95,28,4,415.81,23,1,1,230,0.0,3,0.174,0.125,630.0,0.57,0.0,0.522,True,0.29721709641283967,0.8,110.88
193,Dresses Item 193,Dresses,137.94,23,37,5103.73,51,12,16,193,0.0,3,0.725,0.617,55.9,6.43,-0.25,0.553,True,0.0,0.0,0.0
194,Jackets Item 194,Jackets,227.66,11,23,5236.25,41,6,7,271,0.0,3,0.561,0.676,43.0,8.36,-0.143,0.54,False,0.0,0.0,0.0
195,Shoes Item 195,Shoes,275.04,10,65,17877.63,90,13,15,107,0.142,2,0.722,0.867,13.8,26.0,-0.133,0.409,False,0.0,0.0,0.0
196,Jeans Item 196,Jeans,100.27,26,14,1403.81,32,2,3,57,0.253,0,0.438,0.35,167.1,2.15,-0.333,0.452,True,0.20288194573477203,0.355,166.03
197,Shoes Item 197,Shoes,161.26,9,29,4676.63,38,8,12,291,0.0,2,0.763,0.763,27.9,12.89,-0.333,0.614,True,0.1311867289225896,0.3,467.93
198,Jeans Item 198,Jeans,71.83,28,9,646.51,20,2,4,123,0.182,3,0.45,0.243,280.0,1.29,-0.5,0.439,True,0.2681613251034016,0.649,139.91
199,Accessories Item 199,Accessories,15.13,24,24,363.19,42,5,9,352,0.0,1,0.571,0.5,90.0,4.0,-0.444,0.384,True,0.14824946035822167,0.252,30.52
200,Jackets Item 200,Jackets,273.88,70,1,273.88,26,0,0,299,0.0,0,0.038,0.014,6300.0,0.06,0.0,0.544,True,0.3,0.8,73.04
